index,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,revol_util,application_type,pub_rec_bankruptcies
1148,10000,36,16.77,355.39,D,State of California,2 Years,Mortgage,100000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,4.24,1.0,87.9,Individual,0.0
1149,8000,36,16.29,282.41,D,Santa Clara University,10+ Years,Rent,108000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,3.84,0.0,48.7,Individual,0.0
1150,15000,36,13.49,508.96,C,Pepsi Beverage Company,4 Years,Rent,60000.0,Verified,Fully Paid,s,Wedding,Ny,18.18,0.0,72.7,Individual,0.0
1151,12000,36,10.65,390.88,B,Woodland Heights,8 Years,Mortgage,60000.0,Not Verified,Fully Paid,s,Credit_Card,Tx,15.56,0.0,51.7,Individual,0.0
1152,10000,36,15.96,351.38,C,QPAY INC,6 Years,Rent,91000.0,Verified,Fully Paid,s,Credit_Card,Fl,10.25,0.0,69.9,Individual,0.0
1153,20000,36,12.42,668.31,B,San Jacinto Unified School District,3 Years,Rent,63000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,19.09,0.0,70.3,Individual,0.0
1154,20000,36,14.27,686.18,C,St. Lukes-Roosevelt Hospital,6 Years,Rent,82000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,9.79,0.0,80.1,Individual,0.0
1155,21000,60,20.89,566.83,F,Datrose,2 Years,Rent,71040.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,6.52,0.0,94.6,Individual,0.0
1156,8000,36,6.03,243.49,A,,10+ Years,Own,31500.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,0.57,0.0,0.5,Individual,0.0
1157,5575,36,6.62,171.18,A,All American Flags and Banners,5 Years,Rent,28800.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,21.17,0.0,73.2,Individual,0.0
1158,10000,36,14.27,343.09,C,adlis,6 Years,Mortgage,60000.0,Verified,Charged Off,s,Debt_Consolidation,Il,23.1,0.0,72.7,Individual,0.0
1159,30000,60,20.99,816.34,F,Insight Environmental Enginnering ,2 Years,Mortgage,75000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,11.44,0.0,66.9,Individual,0.0
1160,24000,60,11.71,530.36,B,Lowes Home Improvement,10+ Years,Mortgage,95000.0,Source Verified,Fully Paid,s,Small_Business,Tx,16.0,0.0,0.0,Individual,0.0
1161,10000,36,11.71,330.76,B,Con Edison,10+ Years,Rent,92000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,8.27,0.0,40.9,Individual,0.0
1162,25000,60,11.71,552.46,B,,10+ Years,Mortgage,60000.0,Verified,Fully Paid,s,House,Il,13.38,0.0,8.3,Individual,0.0
1163,29100,60,18.64,749.12,E,Littler,2 Years,Mortgage,152004.0,Verified,Fully Paid,s,Major_Purchase,Ca,18.12,0.0,67.0,Individual,0.0
1164,10150,36,7.51,315.78,A,IP Law Firm,2 Years,Rent,102000.0,Not Verified,Fully Paid,s,Credit_Card,Tx,8.35,0.0,3.6,Individual,0.0
1165,3800,36,13.49,128.94,C,Texas Attorney General,8 Years,Rent,47000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Tx,6.23,0.0,44.2,Individual,0.0
1166,10000,36,6.03,304.36,A,Care Center Ministries,10+ Years,Mortgage,55000.0,Not Verified,Fully Paid,s,Major_Purchase,Tx,19.4,0.0,5.0,Individual,0.0
1167,10000,36,13.49,339.31,C,ECC Capital Corporation,7 Years,Rent,150000.0,Not Verified,Fully Paid,s,Car,Ca,16.91,0.0,62.5,Individual,0.0
1168,18825,60,20.99,520.57,F,Target DC,4 Years,Rent,50000.0,Verified,Charged Off,s,Debt_Consolidation,Ca,22.42,0.0,92.6,Individual,0.0
1169,20000,60,17.27,499.96,D,Nestle Nutrition,1 Year,Rent,65000.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,8.7,0.0,90.5,Individual,0.0
1170,20450,60,18.64,526.45,E,CSU Monterey Bay,< 1 Year,Rent,52008.0,Verified,Charged Off,s,Debt_Consolidation,Ca,23.14,0.0,78.5,Individual,0.0
1171,15000,60,17.27,374.97,D,CarMax,< 1 Year,Rent,62000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,22.16,0.0,74.1,Individual,0.0
1172,13000,36,7.9,406.78,A,Lafayette State Bank,3 Years,Rent,33000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,10.87,0.0,46.3,Individual,0.0
1173,8000,36,6.62,245.63,A,AT&T,2 Years,Rent,65000.0,Source Verified,Fully Paid,s,Small_Business,Fl,11.8,0.0,21.6,Individual,0.0
1174,15000,36,14.27,514.64,C,Colliers international,5 Years,Rent,53000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,22.03,0.0,44.8,Individual,0.0
1175,23600,60,18.64,607.54,E,Texsport,10+ Years,Own,60000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,24.36,0.0,50.9,Individual,0.0
1176,15000,36,12.42,501.23,B,LOTUS COMMUNICATIONS CORP,4 Years,Rent,95000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,15.74,0.0,56.2,Individual,0.0
1177,24000,60,18.25,612.72,D,Supreme Court,10+ Years,Rent,86779.0,Verified,Charged Off,s,Wedding,Ny,18.35,0.0,78.5,Individual,0.0
1178,23500,60,12.69,530.98,B,New York State Parks,10+ Years,Rent,48000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,16.05,0.0,72.8,Individual,0.0
1179,10800,36,13.49,366.45,C,South Florida Workforce,< 1 Year,Rent,50000.0,Verified,Fully Paid,s,Credit_Card,Fl,23.71,2.0,94.8,Individual,0.0
1180,7100,36,15.27,247.07,C,PPSU,10+ Years,Mortgage,40000.0,Not Verified,Fully Paid,s,Home_Improvement,Nj,16.08,0.0,62.4,Individual,0.0
1181,10000,36,9.91,322.25,B,FIS Global,6 Years,Rent,80000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,20.05,0.0,72.6,Individual,0.0
1182,8000,36,16.29,282.41,D,Maggio Data Forms,4 Years,Mortgage,75000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,17.52,0.0,65.1,Individual,0.0
1183,10000,36,14.27,343.09,C,Sun Sentinel/Career usa (2 jobs),10+ Years,Rent,40000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,11.67,0.0,76.7,Individual,0.0
1184,12000,36,11.71,396.92,B,ps1 contemporary art center,10+ Years,Rent,83000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,17.99,0.0,70.2,Individual,0.0
1185,12000,60,19.03,311.49,E,SUNOCO INC,5 Years,Rent,80000.0,Verified,Fully Paid,s,Credit_Card,Ny,17.16,0.0,65.8,Individual,0.0
1186,20000,36,7.9,625.81,A,Hitran Corp.,10+ Years,Mortgage,120000.0,Verified,Fully Paid,s,Medical,Nj,5.22,0.0,0.6,Individual,0.0
1187,10000,36,10.65,325.74,B,Urban beat dance,4 Years,Rent,45000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Il,19.28,0.0,69.2,Individual,0.0
1188,28000,60,20.89,755.77,F,Lodi Memorial Hospital,2 Years,Rent,80000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,18.77,0.0,90.5,Individual,0.0
1189,4000,36,10.65,130.3,B,Social Security Administration,10+ Years,Mortgage,90000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,9.57,0.0,81.4,Individual,0.0
1190,12000,36,16.77,426.47,D,DELL,4 Years,Rent,98000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,6.22,0.0,89.0,Individual,0.0
1191,20000,36,13.49,678.61,C,Reliant Rehabilitation,1 Year,Mortgage,118560.0,Verified,Fully Paid,s,Credit_Card,Tx,10.54,0.0,31.4,Individual,0.0
1192,35000,60,18.64,901.01,E,Cedars Sinai,3 Years,Rent,140000.0,Verified,Fully Paid,s,Credit_Card,Ca,12.0,0.0,75.3,Individual,0.0
1193,20000,36,11.71,661.52,B,Oracle,3 Years,Mortgage,120000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,17.33,0.0,79.2,Individual,0.0
1194,12800,36,13.49,434.31,C,Borden Insurance,10+ Years,Own,80000.0,Not Verified,Fully Paid,s,Credit_Card,Tx,18.43,1.0,69.5,Individual,0.0
1195,8000,36,12.69,268.36,B,Stanford University,6 Years,Mortgage,40800.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,7.44,0.0,42.5,Individual,0.0
1196,17625,36,8.9,559.66,A,UT System Med Foundation,1 Year,Rent,45000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,24.67,0.0,44.5,Individual,0.0
1197,7100,36,12.42,237.25,B,"H&T Seafood Inc,",< 1 Year,Own,24000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,17.65,0.0,79.2,Individual,0.0
1198,20000,60,16.77,494.59,D,WINDY GATES,10+ Years,Rent,110000.0,Verified,Charged Off,s,Debt_Consolidation,Ny,5.5,0.0,92.5,Individual,0.0
1199,14000,60,20.89,377.89,F,Thermadyne,3 Years,Mortgage,158000.0,Not Verified,Fully Paid,s,Credit_Card,Tx,20.04,2.0,87.3,Individual,0.0
1200,6625,36,12.69,222.24,B,FedCap Home Care,3 Years,Rent,24947.0,Not Verified,Charged Off,s,Credit_Card,Ny,21.55,0.0,77.4,Individual,0.0
1201,15000,36,11.71,496.14,B,Sony Music Entertainment,7 Years,Rent,74000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,15.97,0.0,56.6,Individual,0.0
1202,12000,36,7.9,375.49,A,GE,3 Years,Rent,70000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,11.09,0.0,10.2,Individual,0.0
1203,13000,36,8.9,412.8,A,Automatic Data Processing,8 Years,Rent,44100.0,Not Verified,Fully Paid,s,Credit_Card,Ca,25.12,0.0,66.5,Individual,0.0
1204,11550,36,16.77,410.47,D,HESC,10+ Years,Rent,83954.0,Not Verified,Fully Paid,s,Credit_Card,Ny,10.65,0.0,79.2,Individual,0.0
1205,6000,36,8.9,190.52,A,Joint Industray Board,4 Years,Own,100000.0,Source Verified,Fully Paid,s,Home_Improvement,Ny,8.32,0.0,53.8,Individual,0.0
1206,35000,60,18.64,901.01,E,Moody's Investors Service,6 Years,Mortgage,248000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,6.17,0.0,83.9,Individual,0.0
1207,9000,36,16.77,319.85,D,"alfred haber distribution, inc.",10+ Years,Rent,160000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,9.94,2.0,81.5,Individual,0.0
1208,6000,36,14.65,206.97,C,chavant Inc.,4 Years,Rent,30000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,15.68,0.0,22.3,Individual,0.0
1209,20000,36,10.65,651.47,B,Harlem Village Academies,< 1 Year,Rent,65000.0,Verified,Fully Paid,s,Credit_Card,Ny,6.72,0.0,67.0,Individual,0.0
1210,10000,36,7.9,312.91,A,United Parcel Service,4 Years,Rent,75000.0,Source Verified,Fully Paid,s,Wedding,Nj,7.5,0.0,31.4,Individual,0.0
1211,7000,36,9.91,225.58,B,UC Santa Barbara,5 Years,Rent,54008.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,8.64,0.0,58.8,Individual,0.0
1212,14000,36,10.65,456.03,B,US GOV,2 Years,Mortgage,85000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,17.39,0.0,82.0,Individual,0.0
1213,8500,36,6.62,260.99,A,JPMorgan Chase Bank,4 Years,Mortgage,84000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,17.21,0.0,55.0,Individual,0.0
1214,19750,60,16.77,488.4,D,Kaiser Permanente,5 Years,Mortgage,66500.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,14.29,0.0,69.3,Individual,0.0
1215,21000,36,10.65,684.04,B,Hempstead ISD,6 Years,Mortgage,53004.0,Verified,Fully Paid,s,Other,Tx,2.06,0.0,25.3,Individual,0.0
1216,15000,60,18.64,386.15,E,FMC Inc.,6 Years,Own,50000.0,Verified,Charged Off,s,Credit_Card,Il,13.34,0.0,65.2,Individual,0.0
1217,12000,36,6.62,368.45,A,"FileTrail, Inc.",6 Years,Rent,71151.0,Not Verified,Fully Paid,s,Credit_Card,Ca,18.57,0.0,80.6,Individual,0.0
1218,18000,36,18.64,656.54,E,"Medical interventions, also Phoenix phys",10+ Years,Rent,180000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,11.95,0.0,94.1,Individual,0.0
1219,8000,36,16.29,282.41,D,us postal service,10+ Years,Rent,63000.0,Source Verified,Fully Paid,s,Credit_Card,Fl,14.57,0.0,81.5,Individual,0.0
1220,28000,60,10.65,603.92,B,Fulbright & Jaworski,5 Years,Rent,64936.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,8.91,0.0,62.1,Individual,0.0
1221,35000,60,13.49,805.17,C,Miami-Dade Fire Rescue,6 Years,Rent,98000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,14.55,0.0,64.0,Individual,0.0
1222,14400,60,14.65,339.94,C,Seven Hills School,4 Years,Mortgage,105000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,10.75,0.0,25.1,Individual,0.0
1223,5000,36,16.29,176.51,D,US ARMY,2 Years,Own,24000.0,Source Verified,Fully Paid,s,Major_Purchase,Tx,4.65,0.0,64.1,Individual,0.0
1224,20000,36,11.71,661.52,B,RSUI Group Inc,10+ Years,Rent,57000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,22.74,0.0,67.1,Individual,0.0
1225,7000,36,16.77,248.77,D,Verizon Wireless,1 Year,Rent,45000.0,Verified,Fully Paid,s,Credit_Card,Fl,22.21,0.0,51.2,Individual,0.0
1226,20000,36,10.65,651.47,B,DavEd Fire Systems,9 Years,Rent,65000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,14.36,0.0,79.7,Individual,0.0
1227,6000,36,12.69,201.27,B,California Music Academy,1 Year,Rent,65000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,5.41,0.0,66.7,Individual,0.0
1228,7000,36,7.9,219.04,A,Whole Foods Market ,10+ Years,Mortgage,47000.0,Not Verified,Charged Off,s,Credit_Card,Ca,14.37,0.0,82.4,Individual,0.0
1229,7875,60,19.42,206.11,E,ALLEGIANCE AUTO BODY,6 Years,Rent,25000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,19.82,0.0,50.7,Individual,0.0
1230,21000,60,20.99,571.44,F,morgan stanley smith barney,10+ Years,Mortgage,109992.0,Verified,Fully Paid,s,Other,Nj,10.89,0.0,86.2,Individual,0.0
1231,6000,36,9.91,193.35,B,,10+ Years,Rent,54516.0,Not Verified,Fully Paid,s,Car,Ny,10.43,0.0,52.9,Individual,0.0
1232,16000,60,14.27,374.54,C,U. S Army,10+ Years,Mortgage,72000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Tx,11.88,2.0,30.1,Individual,0.0
1233,35000,60,20.99,933.1337,F,,10+ Years,Mortgage,65000.0,Verified,Charged Off,s,Debt_Consolidation,Tx,12.37,0.0,71.2,Individual,0.0
1234,20000,60,17.58,503.32,D,M & R Motors,1 Year,Own,86124.0,Verified,Charged Off,s,Debt_Consolidation,Ca,17.6,0.0,82.6,Individual,0.0
1235,5000,36,14.27,171.55,C,Celebrity Honda,< 1 Year,Rent,24000.0,Source Verified,Charged Off,s,Other,Ca,1.75,0.0,17.9,Individual,0.0
1236,12000,60,19.91,317.33,E,T-Mobile USA,6 Years,Rent,36500.0,Verified,Charged Off,s,Debt_Consolidation,Fl,22.22,0.0,71.9,Individual,0.0
1237,12775,36,9.91,411.68,B,"Albany Molecular Research, Inc. (AMRI)",10+ Years,Mortgage,38000.0,Source Verified,Fully Paid,s,Credit_Card,Ny,20.94,0.0,84.6,Individual,0.0
1238,5050,60,20.99,138.53,F,State of California,10+ Years,Mortgage,67517.0,Not Verified,Charged Off,s,Other,Ca,10.45,0.0,18.2,Individual,0.0
1239,25000,60,12.42,561.44,B,"ACCES I/O Products, Inc.",4 Years,Mortgage,54600.0,Verified,Fully Paid,s,Wedding,Ca,12.09,0.0,19.0,Individual,0.0
1240,10000,36,12.69,335.45,B,Chapman Care Center,4 Years,Rent,70000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,13.53,0.0,78.6,Individual,0.0
1241,5825,36,14.27,199.85,C,ABM,4 Years,Rent,25000.0,Verified,Fully Paid,s,Credit_Card,Il,20.21,0.0,74.8,Individual,0.0
1242,16000,36,11.71,529.22,B,netflix /,7 Years,Rent,47000.0,Source Verified,Fully Paid,s,Credit_Card,Ny,19.43,0.0,63.0,Individual,0.0
1243,12000,60,8.9,248.52,A,"USA Properties Fund, Inc.",10+ Years,Mortgage,70000.0,Not Verified,Charged Off,s,Debt_Consolidation,Ca,9.65,0.0,0.4,Individual,0.0
1244,3500,36,8.9,111.14,A,NY State,10+ Years,Mortgage,47500.0,Not Verified,Fully Paid,s,Car,Ny,19.76,3.0,13.2,Individual,0.0
1245,20000,60,14.27,468.17,C,SERC at Florida International University,10+ Years,Mortgage,60000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,7.42,0.0,66.8,Individual,0.0
1246,8500,36,7.9,265.97,A,,10+ Years,Mortgage,25000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,11.62,0.0,3.2,Individual,0.0
1247,15000,36,12.42,501.23,B,Tremor Video,2 Years,Mortgage,90000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,9.69,2.0,23.7,Individual,0.0
1248,15600,36,7.9,488.13,A,NEW YORK CITY POLICE DEPARTMENT,10+ Years,Mortgage,43000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,20.01,0.0,63.6,Individual,0.0
1249,10000,36,12.42,334.16,B,Crane America Services,5 Years,Mortgage,65000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,15.07,0.0,63.2,Individual,0.0
1250,2400,36,12.42,80.2,B,Rush University Medical Center,10+ Years,Mortgage,78000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,9.82,1.0,97.0,Individual,0.0
1251,19000,60,20.3,506.57,E,,10+ Years,Mortgage,60000.0,Source Verified,Charged Off,s,Debt_Consolidation,Tx,17.24,0.0,79.8,Individual,0.0
1252,8000,60,14.27,187.27,C,HireRight,4 Years,Rent,40000.0,Source Verified,Fully Paid,s,Wedding,Ca,11.85,2.0,5.7,Individual,0.0
1253,10000,36,15.96,351.38,C,Stanford hospital,9 Years,Rent,51000.0,Not Verified,Charged Off,s,Credit_Card,Ca,9.39,0.0,89.8,Individual,0.0
1254,9000,36,6.62,276.34,A,"ADUSA, Inc.",4 Years,Mortgage,125000.0,Not Verified,Fully Paid,s,Home_Improvement,Fl,7.26,0.0,3.5,Individual,0.0
1255,10000,36,13.49,339.31,C,Venevision International LLC,1 Year,Own,72000.0,Verified,Fully Paid,s,Credit_Card,Fl,20.18,0.0,52.2,Individual,0.0
1256,10000,36,11.71,330.76,B,Print5k,2 Years,Rent,21000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,12.23,0.0,88.2,Individual,0.0
1257,12600,60,20.3,335.93,E,Texas A&M university,6 Years,Mortgage,65000.0,Source Verified,Charged Off,s,Credit_Card,Tx,20.05,0.0,90.5,Individual,0.0
1258,8000,36,7.9,250.33,A,Schwans Home Service,2 Years,Rent,72000.0,Not Verified,Fully Paid,s,Other,Il,11.52,0.0,65.2,Individual,0.0
1259,13000,36,7.9,406.78,A,us posal,10+ Years,Own,53100.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,16.41,0.0,51.1,Individual,0.0
1260,12000,60,16.77,296.75,D,"Paychex, Inc.",2 Years,Mortgage,65000.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,18.2,0.0,53.5,Individual,0.0
1261,5000,36,6.62,153.52,A,Davidson Kempner Capital Management,4 Years,Rent,80000.0,Not Verified,Fully Paid,s,Wedding,Nj,0.81,1.0,3.4,Individual,0.0
1262,17000,36,11.71,562.3,B,Southwest Airlines,10+ Years,Mortgage,101000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,14.66,0.0,59.8,Individual,0.0
1263,12800,36,12.42,427.72,B,Crowne Plaza,4 Years,Rent,38000.0,Not Verified,Charged Off,s,Credit_Card,Tx,22.58,0.0,93.2,Individual,0.0
1264,1600,36,8.9,50.81,A,State University of New York at Buffalo,10+ Years,Rent,67171.0,Not Verified,Fully Paid,s,Other,Ny,17.67,0.0,30.4,Individual,0.0
1265,28000,36,7.9,876.13,A,Con Edison,10+ Years,Rent,111000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,16.36,0.0,30.1,Individual,0.0
1266,3125,60,20.99,85.73,F,,10+ Years,Own,14400.0,Not Verified,Fully Paid,s,Other,Ca,13.01,0.0,97.0,Individual,0.0
1267,20000,36,12.69,670.9,B,city of new york,9 Years,Own,110000.0,Verified,Fully Paid,s,Other,Ny,11.14,0.0,71.1,Individual,0.0
1268,8000,36,9.91,257.8,B,Ladies Professional Golf Association,4 Years,Rent,47000.0,Not Verified,Charged Off,s,Debt_Consolidation,Fl,22.24,0.0,76.7,Individual,0.0
1269,12000,36,10.65,390.88,B,Toler Law Group,2 Years,Rent,36400.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,26.26,0.0,28.4,Individual,0.0
1270,19200,60,18.25,490.17,D,Austin Independent School District,4 Years,Rent,45000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,15.2,0.0,80.4,Individual,0.0
1271,9000,36,12.69,301.91,B,TPR Holdings,< 1 Year,Rent,45000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,18.35,0.0,94.7,Individual,0.0
1272,19600,36,9.91,631.61,B,Hard rock,3 Years,Mortgage,60000.0,Verified,Fully Paid,s,Wedding,Fl,16.2,0.0,21.5,Individual,0.0
1273,35000,60,20.99,933.1337,F,Motiva Enterprises,10+ Years,Rent,90000.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,16.36,0.0,85.0,Individual,0.0
1274,12000,36,14.27,411.71,C,Promisecare nj,3 Years,Rent,72000.0,Not Verified,Fully Paid,s,Credit_Card,Nj,16.4,1.0,95.9,Individual,0.0
1275,16000,36,6.03,486.97,A,Hewlett Packard,6 Years,Mortgage,109000.0,Source Verified,Fully Paid,s,Major_Purchase,Tx,12.45,0.0,30.3,Individual,0.0
1276,14675,60,17.27,366.85,D,"Guitar Center, Inc.",6 Years,Rent,34500.0,Verified,Fully Paid,s,Debt_Consolidation,Il,24.52,0.0,89.4,Individual,0.0
1277,12000,60,19.03,311.49,E,AlertLogic,4 Years,Mortgage,65000.0,Not Verified,Fully Paid,s,Credit_Card,Tx,15.3,1.0,68.6,Individual,0.0
1278,15000,36,7.9,469.36,A,West Customer Management Group LLC,9 Years,Mortgage,31000.0,Source Verified,Charged Off,s,Debt_Consolidation,Fl,9.83,0.0,52.4,Individual,0.0
1279,15000,60,20.99,411.48,F,U Store It,2 Years,Own,33000.0,Source Verified,Charged Off,s,Debt_Consolidation,Ny,14.36,0.0,97.1,Individual,0.0
1280,12000,36,13.49,407.17,C,Great Lakes Orthodontics,1 Year,Mortgage,46000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,16.28,0.0,82.7,Individual,0.0
1281,17000,36,16.77,604.16,D,SavaSeniorCare,< 1 Year,Rent,90000.0,Source Verified,Fully Paid,s,Credit_Card,Tx,15.41,1.0,81.6,Individual,0.0
1282,10000,36,13.49,339.31,C,Florida National College,1 Year,Rent,42000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,8.06,1.0,47.2,Individual,0.0
1283,11600,60,14.27,271.54,C,Henry Schein,8 Years,Mortgage,35000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,23.21,0.0,82.6,Individual,0.0
1284,16000,60,14.27,374.54,C,Konica Minolta Business Solutions,10+ Years,Rent,62000.0,Verified,Charged Off,s,Debt_Consolidation,Tx,26.26,0.0,2.2,Individual,0.0
1285,11100,60,15.96,269.7,C,BankAtlantic,6 Years,Own,26000.0,Not Verified,Charged Off,s,Credit_Card,Fl,20.49,0.0,77.4,Individual,0.0
1286,13000,36,11.71,429.99,B,OHL,5 Years,Rent,38400.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,16.78,0.0,40.0,Individual,0.0
1287,29100,60,20.3,775.84,E,SYSCO FOODS SAN FRANCISCO,10+ Years,Rent,72000.0,Verified,Charged Off,s,Debt_Consolidation,Ca,20.23,0.0,88.8,Individual,0.0
1288,21600,60,17.58,543.58,D,united parcial service,10+ Years,Mortgage,82000.0,Verified,Charged Off,s,Debt_Consolidation,Ca,9.75,0.0,71.7,Individual,0.0
1289,10000,36,15.96,351.38,C,Odwalla,7 Years,Rent,61000.0,Not Verified,Fully Paid,s,Credit_Card,Fl,5.57,0.0,75.4,Individual,0.0
1290,29100,60,18.64,749.12,E,Inside Source,5 Years,Rent,58000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,22.18,0.0,89.7,Individual,0.0
1291,2000,36,14.27,68.62,C,Premier Prizm Solutions,3 Years,Rent,65000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,8.58,0.0,77.0,Individual,0.0
1292,9500,36,8.9,301.66,A,Z-Ultimate Studios of Self Defense,2 Years,Rent,20000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,14.34,0.0,78.7,Individual,0.0
1293,21000,36,11.71,694.6,B,Advance Auto Parts,< 1 Year,Rent,95000.0,Verified,Charged Off,s,Credit_Card,Il,9.84,0.0,76.0,Individual,0.0
1294,18000,36,10.65,586.32,B,MJJ Brilliant,4 Years,Rent,68000.0,Verified,Fully Paid,s,Credit_Card,Ny,10.66,0.0,68.2,Individual,0.0
1295,6000,36,7.51,186.67,A,"Med-Legal, Inc.",8 Years,Rent,30000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,17.56,0.0,73.0,Individual,0.0
1296,5000,36,11.71,165.38,B,sunrise assisted living,4 Years,Rent,21600.0,Source Verified,Fully Paid,s,Other,Ca,9.56,0.0,74.4,Individual,0.0
1297,14000,36,14.27,480.33,C,Ascension Capital Group,5 Years,Mortgage,86000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,8.86,0.0,62.8,Individual,0.0
1298,15000,36,16.29,529.51,D,Delano Union Elementary,5 Years,Own,50000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,22.44,0.0,93.0,Individual,0.0
1299,7500,36,8.9,238.15,A,Aqua Pharmaceuticals,< 1 Year,Mortgage,75000.0,Source Verified,Fully Paid,s,Wedding,Fl,7.49,0.0,84.7,Individual,0.0
1300,10000,36,10.65,325.74,B,Human Resources Administration,10+ Years,Rent,58000.0,Source Verified,Fully Paid,s,Credit_Card,Ny,9.72,0.0,52.8,Individual,0.0
1301,2000,36,14.27,68.62,C,NYC Board of Education,10+ Years,Own,100000.0,Verified,Fully Paid,s,Other,Ny,14.92,1.0,77.8,Individual,0.0
1302,6000,36,7.51,186.67,A,Retina Assoc. of S. TX,10+ Years,Mortgage,45000.0,Verified,Fully Paid,s,Major_Purchase,Tx,26.26,0.0,40.2,Individual,0.0
1303,18000,60,20.3,479.9,E,"University of California, Los Angeles",1 Year,Rent,55000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,12.87,0.0,83.4,Individual,0.0
1304,10000,36,16.77,355.39,D,Commonwealth Business Bank,3 Years,Rent,40000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,21.63,0.0,98.5,Individual,0.0
